服务月数tenure,年龄age,婚姻状况marital,地址居住年数address,家庭收入income,受教育水平ed,现职位工作年数employ,是否退休retire,性别gender,家庭人数reside,免费电话服务tollfree,设备租赁equip,电话卡服务callcard,无线服务wireless,上月长途longmon,上月免费电话tollmon,上月设备equipmon,上月电话卡cardmon,上月无线wiremon,多线路multline,语音邮件voice,寻呼服务pager,互联网internet,来电显示callid,呼叫等待callwait,呼叫转移forward,是否支持电话会议confer,是否支持电子凭证ebill,客户类别custcat,是否流失churn
38,33,未婚,NA,19,中学学历,5,是,女,2,是,否,否,否,8.5,14.25,0,0,0,否,否,否,否,是,是,否,否,否,附加服务,否
34,29,NA,NA,26,社区学院,4,是,女,2,否,是,否,否,6.75,0,25.8,0,0,是,否,否,是,否,否,否,否,是,电子服务,否
60,57,NA,18,72,研究生学位,30,否,男,2,是,是,是,是,20.35,29,50.25,20.5,55.9,是,是,是,是,是,是,是,是,是,总服务,否
72,65,已婚,NA,NA,未完成中学学历,41,否,女,4,是,否,是,否,53.65,22.5,0,66.25,0,是,否,否,否,是,是,是,否,否,附加服务,否
42,42,已婚,9,41,中学学历,13,是,男,8,是,否,否,否,15,29.25,0,0,0,否,是,否,否,否,是,是,否,否,附加服务,否
32,37,未婚,9,44,中学学历,7,是,男,1,否,否,否,否,11.25,0,0,0,0,否,否,否,否,否,否,否,是,是,基础服务,否
48,50,NA,4,NA,大学学位,19,是,女,2,是,是,是,是,12.9,22.75,43.2,12,41.25,是,是,是,是,是,是,否,是,是,总服务,是
63,37,NA,NA,45,大学学位,9,是,女,6,否,是,是,否,14.95,0,39.25,13.5,0,是,是,否,是,否,否,否,否,是,电子服务,否
45,27,NA,3,39,社区学院,NA,NA,男,4,否,否,否,否,13.45,0,0,0,0,是,否,否,否,否,否,是,否,否,电子服务,否
68,42,未婚,16,89,大学学位,12,是,男,1,否,是,是,否,25.6,0,33,16,0,是,否,否,是,否,否,否,否,是,电子服务,否
6,29,已婚,4,NA,中学学历,5,是,女,2,否,否,否,否,4.2,0,0,0,0,否,否,否,否,否,否,否,否,否,基础服务,否
68,57,已婚,33,NA,中学学历,0,是,女,2,是,否,是,是,16.1,49,0,18.75,50.6,是,是,是,是,是,是,是,是,是,总服务,是
72,68,已婚,26,NA,中学学历,36,否,女,2,是,是,是,是,58.65,24,38.2,20.25,48.85,是,是,否,是,是,是,是,是,否,总服务,否
53,38,已婚,15,20,社区学院,6,是,女,4,否,否,是,是,12.05,0,0,10.75,20.25,是,否,否,是,否,是,是,否,是,电子服务,否
20,51,已婚,11,27,大学学位,6,是,男,3,是,否,是,否,9.05,24.75,0,11.5,0,否,否,否,否,是,是,是,是,是,附加服务,否
70,35,已婚,NA,48,中学学历,9,是,男,3,否,否,是,否,43.6,0,0,30,0,是,否,否,否,否,否,否,是,否,电子服务,否
32,47,未婚,25,135,中学学历,6,是,女,1,否,否,否,否,10.5,0,0,0,0,否,否,否,是,否,否,否,否,否,基础服务,否
61,52,已婚,23,NA,未完成中学学历,0,是,男,2,是,是,是,否,18.2,24.75,29.95,9.25,0,是,否,否,否,是,是,是,是,否,附加服务,是
24,25,已婚,3,28,大学学位,0,是,男,3,否,是,是,是,10.6,0,40.4,25.25,23.4,是,否,是,是,否,否,否,否,是,电子服务,否
56,61,已婚,14,NA,未完成中学学历,16,否,女,2,否,否,是,否,16.85,0,0,11.25,0,否,否,否,否,否,否,否,否,否,基础服务,否
54,59,未婚,28,28,中学学历,15,是,男,1,否,是,是,是,10.7,0,31.65,5.25,19.05,是,否,否,是,是,否,否,是,否,电子服务,否
43,38,NA,7,18,社区学院,NA,NA,女,3,否,是,否,是,9.4,0,39.55,0,29.4,是,是,是,是,是,是,否,否,否,总服务,否
19,35,未婚,7,NA,社区学院,5,是,女,NA,是,是,是,是,3.65,37,40.3,21.25,43.05,是,是,是,是,是,是,是,是,否,总服务,是
5,43,未婚,16,72,社区学院,17,是,NA,1,是,否,是,否,5.55,15.75,0,6.5,0,否,否,否,否,是,是,是,是,否,附加服务,否
24,61,已婚,6,NA,大学学位,NA,NA,女,4,否,否,是,否,8.2,0,0,11,0,否,否,否,是,否,否,否,否,是,基础服务,是
62,35,已婚,2,28,中学学历,8,是,女,2,否,否,是,否,18.45,0,0,19,0,是,否,否,否,否,否,否,否,否,电子服务,否
14,40,未婚,13,398,研究生学位,11,是,女,1,是,是,是,是,6.4,18,43.1,23.75,47.7,是,是,是,是,是,是,是,是,是,总服务,是
60,48,已婚,22,106,社区学院,21,是,女,3,是,否,是,是,13.05,44.25,0,17,69.55,是,是,是,否,是,是,是,是,否,总服务,否
30,74,已婚,12,10,未完成中学学历,3,否,女,2,是,否,是,否,7.25,30.25,0,17.25,0,否,否,否,否,是,是,是,是,否,附加服务,否
40,42,NA,16,108,社区学院,17,是,男,4,否,是,否,否,4.95,0,29.7,0,0,是,否,否,是,否,否,否,否,是,电子服务,是
42,50,已婚,17,85,中学学历,15,是,女,4,否,否,是,否,14.3,0,0,11.5,0,否,否,否,否,否,否,否,否,否,基础服务,否
20,NA,未婚,14,NA,社区学院,9,是,女,1,否,否,否,否,5.65,0,0,0,0,是,否,否,是,否,否,否,否,否,电子服务,是
4,22,已婚,1,NA,中学学历,2,是,女,3,否,否,是,否,2.25,0,0,23.5,0,否,否,否,否,是,否,是,是,否,附加服务,否
44,49,已婚,2,66,中学学历,8,是,女,4,是,否,是,是,4.25,43.25,0,38.75,39.55,是,是,是,否,是,是,是,是,否,总服务,否
49,63,未婚,18,NA,中学学历,2,否,男,1,是,否,是,否,13.9,33.25,0,12.75,0,否,否,否,否,是,是,是,是,否,附加服务,否
5,36,已婚,2,34,未完成中学学历,4,是,女,2,是,否,否,否,3.5,19.5,0,0,0,否,否,否,否,是,否,是,是,否,附加服务,是
70,50,已婚,NA,67,未完成中学学历,22,是,男,4,否,否,是,否,51.9,0,0,15.75,0,是,否,否,否,否,否,否,否,否,电子服务,否
30,57,已婚,16,19,未完成中学学历,1,是,男,4,否,否,是,否,7.25,0,0,8.5,0,否,否,否,否,否,否,否,否,否,基础服务,是
28,48,未婚,20,128,大学学位,4,是,女,1,是,是,是,是,10,20.75,53.6,26.5,55.3,否,是,是,是,是,是,是,是,是,总服务,是
5,28,已婚,3,39,研究生学位,1,是,男,6,是,是,是,是,4.7,24.25,44.65,16.5,32.5,是,是,是,是,是,是,是,是,否,总服务,否
27,35,未婚,12,56,未完成中学学历,3,是,女,1,是,是,是,是,8.25,32.5,35.65,11,33.85,否,是,是,否,是,是,是,是,是,总服务,否
17,39,未婚,12,45,大学学位,10,是,女,1,否,是,否,否,8.65,0,28.95,0,0,否,否,否,否,否,否,否,否,是,基础服务,是
4,37,已婚,8,25,未完成中学学历,1,是,女,5,否,否,否,否,2.5,0,0,0,0,否,否,否,否,否,否,否,否,否,基础服务,否
30,23,已婚,0,24,中学学历,1,是,女,4,是,否,否,否,13.35,22.5,0,0,0,否,否,否,是,是,是,否,是,否,附加服务,否
71,40,已婚,19,53,大学学位,14,是,女,2,是,否,是,是,10.15,40,0,27.75,38.35,是,否,是,是,是,是,是,是,否,总服务,否
67,77,未婚,55,49,未完成中学学历,45,否,女,1,否,否,是,否,25.35,0,0,26.75,0,否,否,否,否,否,是,否,否,否,基础服务,否
24,48,已婚,3,38,未完成中学学历,16,是,女,2,否,否,是,否,5.55,0,0,11.25,0,否,否,否,否,否,否,否,否,否,基础服务,否
24,54,已婚,7,84,社区学院,10,是,女,2,否,是,是,否,11.45,0,28.7,10.5,0,否,否,否,是,否,否,否,否,是,基础服务,是
59,54,未婚,32,NA,未完成中学学历,22,是,女,1,是,否,是,否,13.6,28.75,0,11.75,0,否,否,否,否,是,是,是,是,否,附加服务,否
59,32,未婚,9,73,大学学位,5,是,男,1,是,否,是,否,29.2,21.5,0,12.75,0,是,否,否,否,是,是,否,否,是,电子服务,是
44,37,NA,1,41,大学学位,8,是,女,6,否,否,否,否,9.15,0,0,0,0,是,是,否,是,否,否,否,否,是,电子服务,否
19,31,已婚,NA,22,大学学位,2,是,NA,3,否,否,否,否,4.85,0,0,0,0,是,否,否,否,否,否,否,否,否,电子服务,是
58,46,已婚,23,23,未完成中学学历,2,是,女,NA,否,是,是,否,11.1,0,25.6,10.5,0,否,否,否,是,否,否,否,否,否,基础服务,否
41,53,已婚,22,94,中学学历,25,是,男,2,否,否,是,否,12.65,0,0,11.75,0,是,否,否,否,否,否,否,是,否,电子服务,否
16,33,NA,1,NA,社区学院,7,是,男,NA,是,是,是,是,9.25,21,41.4,17.75,41,否,是,否,否,是,是,是,是,否,附加服务,是
NA,36,未婚,11,31,中学学历,0,是,男,1,否,否,否,否,2.3,0,0,0,0,否,否,否,否,否,否,否,是,否,基础服务,是
60,53,未婚,22,171,未完成中学学历,NA,NA,女,1,是,否,是,否,9.9,31.75,0,18,0,否,否,否,否,是,是,是,是,否,附加服务,否
72,49,已婚,23,102,未完成中学学历,27,是,女,6,否,否,是,否,41.15,0,0,33.25,0,是,否,否,否,否,否,否,否,否,电子服务,否
33,39,未婚,17,27,大学学位,3,是,NA,1,是,是,是,是,9.7,21.75,41.75,8.5,61.6,是,是,是,是,否,是,否,否,是,总服务,否
72,45,NA,25,98,大学学位,20,是,女,2,否,否,是,是,30.25,0,0,13.25,42.85,是,是,是,否,是,是,是,是,否,总服务,否
66,54,NA,NA,NA,大学学位,25,是,NA,2,是,是,是,是,25,34.25,45,16,53,是,是,是,否,是,是,是,是,否,总服务,否
53,37,已婚,7,25,未完成中学学历,2,是,女,NA,是,否,是,否,5.4,52,0,34,0,否,否,否,否,是,是,是,是,否,附加服务,否
22,28,NA,0,36,大学学位,0,是,男,4,是,是,是,是,9.7,21.5,39.9,9.5,42.9,是,否,是,是,是,是,是,是,是,总服务,否
14,26,已婚,1,25,中学学历,NA,NA,女,3,否,否,否,否,4.4,0,0,0,0,否,否,否,否,是,否,是,否,否,附加服务,否
52,49,未婚,18,69,中学学历,13,是,女,2,否,否,是,是,18.35,0,0,19,34.5,否,否,否,否,是,是,是,是,否,附加服务,否
33,30,已婚,5,22,未完成中学学历,0,是,男,2,是,否,是,是,5.55,33.75,0,37.25,30,否,否,是,否,是,是,是,是,否,附加服务,否
72,66,未婚,26,67,中学学历,37,否,女,1,是,否,是,否,39.1,65,0,39.75,0,是,否,否,否,是,是,是,是,否,附加服务,否
40,40,已婚,3,73,大学学位,12,是,女,4,否,否,是,是,10,0,0,14,27.15,是,是,否,否,是,是,是,是,否,附加服务,是
29,26,未婚,1,22,大学学位,2,是,女,1,否,是,是,是,6.1,0,47,24.25,35.55,是,是,是,是,是,否,是,是,是,总服务,是
63,67,未婚,22,NA,中学学历,12,否,男,1,否,否,是,否,18.05,0,0,19,0,否,否,否,否,是,是,是,是,否,附加服务,否
56,54,未婚,NA,NA,社区学院,NA,NA,NA,1,是,是,是,是,12.7,24.5,39.05,24.25,34.2,是,否,是,是,是,否,否,否,是,电子服务,否
60,50,已婚,26,239,中学学历,19,是,女,2,是,否,是,是,21.5,77.75,0,10.25,64.2,否,是,是,否,是,是,是,是,否,总服务,否
28,22,NA,3,23,社区学院,1,是,男,5,否,否,否,否,10.95,0,0,0,0,否,否,否,否,是,否,否,否,是,基础服务,否
39,39,未婚,NA,29,大学学位,NA,NA,男,1,否,否,是,否,5.95,0,0,21.25,0,是,否,否,是,否,否,否,是,否,电子服务,否
65,39,已婚,18,32,中学学历,15,是,男,4,否,否,是,否,21.1,0,0,9.75,0,否,否,否,否,是,否,是,否,否,附加服务,否
NA,31,未婚,7,30,社区学院,7,是,女,1,是,否,是,否,7.6,33.75,0,14.5,0,否,否,是,否,是,是,是,是,否,附加服务,否
28,36,未婚,8,57,中学学历,13,是,女,2,是,否,是,否,9.6,21.75,0,17.25,0,否,否,否,否,是,是,是,是,否,附加服务,否
NA,18,未婚,0,20,中学学历,NA,NA,男,1,是,否,是,是,3.75,22.25,0,23.5,27.1,否,否,是,否,是,是,是,是,否,附加服务,是
67,52,未婚,13,NA,中学学历,20,是,女,3,是,是,是,否,35.85,39.75,34.3,22.25,0,是,否,否,否,是,否,是,是,否,附加服务,否
5,35,已婚,9,59,社区学院,8,是,女,5,是,是,是,是,3.1,18.5,37.9,22.75,26.4,否,否,是,是,是,是,否,否,是,总服务,否
48,35,未婚,10,24,中学学历,6,是,男,1,是,否,是,否,16.95,43,0,28.5,0,否,否,否,否,是,否,是,是,否,附加服务,否
10,26,已婚,NA,25,未完成中学学历,4,是,女,3,否,否,否,否,3.7,0,0,0,0,否,否,否,否,否,否,否,否,否,基础服务,否
17,28,未婚,3,37,社区学院,2,是,女,1,否,否,否,否,5.5,0,0,0,0,是,否,否,否,否,否,是,是,否,附加服务,是
21,24,NA,0,NA,大学学位,0,是,女,5,是,是,是,是,17.8,23.75,36.3,10.5,31.75,是,是,否,是,否,是,是,否,是,总服务,否
25,51,NA,NA,66,大学学位,13,是,男,2,是,是,是,是,6.45,16.25,48.15,31,34.55,是,是,是,是,是,是,是,是,是,总服务,否
44,31,未婚,8,16,未完成中学学历,3,是,男,1,否,否,是,否,14.4,0,0,12,0,否,否,否,否,否,否,否,否,否,基础服务,是
59,49,未婚,28,429,大学学位,23,是,女,2,是,是,是,是,10.2,24.25,42.85,16,43.35,是,否,是,否,是,否,是,是,是,总服务,是
11,26,未婚,7,20,中学学历,4,是,男,1,否,否,否,否,6.95,0,0,0,0,否,否,否,否,否,否,否,否,否,基础服务,否
50,68,已婚,32,NA,社区学院,28,是,男,2,是,是,是,是,12.4,20.5,40.8,18.25,25.15,否,否,否,是,是,否,是,是,是,附加服务,否
23,NA,已婚,2,NA,社区学院,1,是,女,NA,否,否,否,否,4.15,0,0,0,0,是,否,否,否,否,否,否,否,否,电子服务,否
17,19,未婚,0,18,中学学历,0,是,女,2,否,是,否,否,7.1,0,24.95,0,0,是,否,否,是,否,否,否,否,是,电子服务,是
NA,62,已婚,3,144,NA,21,是,男,2,是,否,是,是,5.25,15.5,0,31.75,33.95,否,是,否,否,是,是,是,是,否,附加服务,否
68,57,已婚,38,NA,未完成中学学历,9,是,女,2,否,否,是,否,13.5,0,0,19,0,是,否,否,否,否,否,否,否,否,电子服务,否
69,42,已婚,23,19,社区学院,0,是,女,2,否,是,是,否,25.95,0,36.9,18.75,0,否,否,否,是,否,否,否,否,是,基础服务,否
30,24,已婚,3,30,未完成中学学历,7,是,女,5,否,否,否,否,6.75,0,0,0,0,否,否,否,否,否,否,否,否,否,基础服务,是
22,30,未婚,NA,41,中学学历,8,是,男,1,是,否,是,是,6.1,22.75,0,13.25,21.35,否,是,否,否,是,是,否,是,否,附加服务,否
10,20,已婚,1,20,中学学历,NA,NA,女,4,否,否,否,否,5.9,0,0,0,0,否,否,否,否,否,否,否,否,否,基础服务,是
72,59,已婚,12,65,社区学院,21,是,女,6,否,是,是,否,34.65,0,36.45,40.75,0,是,否,否,否,是,否,否,否,否,电子服务,否
34,24,已婚,5,17,大学学位,0,是,女,2,否,否,是,否,15.25,0,0,4.75,0,否,否,否,否,是,否,否,是,否,附加服务,否
43,49,已婚,18,66,未完成中学学历,22,是,男,4,否,否,是,否,8.6,0,0,20.75,0,是,否,否,否,否,是,否,是,否,附加服务,否
31,37,NA,15,18,大学学位,5,是,男,3,是,是,是,是,5.2,19.5,47.25,15.75,39.8,否,是,是,是,是,否,是,否,是,总服务,否
6,27,已婚,NA,26,大学学位,2,是,男,5,是,否,否,否,5.6,12,0,0,0,否,否,否,否,否,否,否,否,否,基础服务,是
48,42,未婚,21,46,大学学位,4,是,男,1,否,否,是,否,14.45,0,0,41.5,0,否,否,否,否,否,是,是,否,否,附加服务,否
50,25,未婚,6,19,未完成中学学历,5,是,男,3,否,否,是,否,7.25,0,0,7.5,0,否,否,否,否,否,否,否,否,否,基础服务,否
20,41,已婚,NA,58,NA,6,是,女,2,否,否,否,否,5.25,0,0,0,0,是,否,否,否,否,否,否,否,否,电子服务,否
NA,73,未婚,10,NA,未完成中学学历,21,否,男,1,否,否,是,否,16.65,0,0,71,0,否,否,否,否,否,否,否,否,否,基础服务,否
6,21,未婚,0,15,中学学历,1,是,女,1,否,否,否,否,3.65,0,0,0,0,否,否,否,否,否,否,否,否,否,基础服务,否
1,22,未婚,NA,NA,中学学历,2,是,男,1,否,否,否,否,1.65,0,0,0,0,否,否,否,是,否,否,否,否,是,基础服务,是
21,43,未婚,13,41,中学学历,1,是,女,1,是,是,是,是,6.15,23.75,45.4,12.25,37.25,是,是,是,是,是,是,是,是,是,总服务,是
NA,32,未婚,1,NA,大学学位,3,是,男,2,是,是,否,是,3.6,15.25,41,0,28.05,是,否,是,是,是,是,是,是,是,总服务,否
65,56,已婚,19,NA,社区学院,34,是,女,2,是,否,是,是,14.55,69.5,0,20.25,68.3,否,是,是,否,是,是,是,是,否,总服务,否
64,37,NA,NA,44,大学学位,9,是,女,1,否,是,是,否,16.15,0,35.05,22,0,是,是,否,否,否,否,是,否,是,电子服务,否
4,30,未婚,0,41,中学学历,0,是,男,2,否,否,否,否,2,0,0,0,0,否,否,否,否,是,是,是,否,否,附加服务,是
67,45,已婚,22,83,社区学院,11,是,女,2,否,否,是,否,27,0,0,10.75,0,是,否,否,否,否,否,是,否,是,电子服务,否
22,35,未婚,12,28,中学学历,3,是,男,2,否,否,否,否,6.6,0,0,0,0,是,否,是,是,否,否,否,否,否,电子服务,是
51,37,已婚,17,101,中学学历,10,是,女,2,否,否,是,否,14.95,0,0,9.5,0,是,否,否,否,否,是,是,否,否,附加服务,否
50,28,未婚,6,28,未完成中学学历,10,是,女,1,是,是,是,是,6.4,17.25,36.85,12.75,22,是,否,否,否,否,是,是,是,否,附加服务,否
31,47,已婚,NA,35,中学学历,0,是,男,2,否,否,否,否,11.95,0,0,0,0,否,否,否,否,否,否,否,否,否,基础服务,否
4,28,未婚,0,39,中学学历,3,是,女,NA,是,否,是,否,7.1,15,0,12.75,0,否,否,否,否,是,是,是,否,否,附加服务,是
60,56,NA,19,NA,大学学位,11,是,男,1,否,是,是,是,15.25,0,57.45,28.5,67,是,是,是,是,是,是,是,是,是,总服务,否
7,31,已婚,12,31,中学学历,7,是,女,6,否,否,否,否,5.05,0,0,0,0,否,否,否,否,否,否,否,否,是,基础服务,是
20,40,未婚,2,209,大学学位,15,是,女,1,否,否,是,否,7.2,0,0,4.75,0,是,否,否,否,否,否,否,否,是,电子服务,否
NA,23,NA,4,37,社区学院,1,是,女,4,是,是,否,否,8.4,17.5,24.8,0,0,否,否,否,否,是,是,否,是,否,附加服务,是
58,37,已婚,5,64,大学学位,8,是,女,2,是,是,是,是,10.8,58.75,63.25,37.75,109.7,是,是,是,是,是,是,是,是,是,总服务,是
65,64,未婚,20,NA,NA,26,是,女,1,是,是,是,是,15.1,36.25,39.9,24,48.8,是,是,是,是,是,是,是,是,是,总服务,是
72,61,已婚,34,61,未完成中学学历,8,是,男,3,否,否,是,否,27.35,0,0,13.25,0,是,否,否,否,否,否,否,否,否,电子服务,否
8,42,未婚,3,66,NA,10,是,男,1,否,否,是,是,1.95,0,0,27.5,21.5,否,是,否,是,是,是,是,是,是,总服务,否
33,40,NA,14,19,社区学院,5,是,男,2,否,否,是,否,5.05,0,0,8.5,0,否,否,否,否,否,否,否,否,否,基础服务,否
18,34,已婚,4,42,中学学历,14,是,女,5,是,否,是,否,6.45,19,0,17,0,否,是,是,否,是,是,是,是,否,总服务,否
24,31,已婚,6,41,中学学历,13,是,NA,5,是,否,是,否,8.5,20,0,13,0,否,否,否,否,是,是,是,否,否,附加服务,否
70,36,未婚,8,50,未完成中学学历,15,是,女,NA,否,否,是,否,20.55,0,0,20.75,0,是,否,否,否,否,否,否,否,否,电子服务,否
7,38,未婚,NA,70,大学学位,NA,NA,男,1,是,是,是,是,3.85,19.25,38.35,7,17.7,是,是,是,是,否,是,否,否,是,总服务,是
70,59,未婚,27,85,未完成中学学历,19,是,女,1,是,否,是,否,38.9,62.5,0,62,0,否,否,否,否,是,是,是,是,否,附加服务,否
20,48,已婚,21,45,社区学院,2,是,女,2,是,否,是,是,10.7,33,0,27.5,29.4,是,是,否,否,是,是,是,是,否,附加服务,是
54,32,已婚,12,27,NA,9,是,男,2,否,否,是,否,33.95,0,0,24.25,0,是,否,否,否,否,否,否,否,否,电子服务,否
36,48,未婚,28,29,未完成中学学历,2,是,男,1,否,否,否,否,6,0,0,0,0,否,否,否,否,否,否,否,否,否,基础服务,否
NA,53,已婚,29,48,大学学位,0,是,女,2,是,否,是,否,34.95,28.75,0,36,0,是,否,否,否,否,是,是,是,否,附加服务,否
17,41,未婚,NA,32,中学学历,3,是,男,1,是,否,是,否,12.6,9.5,0,6.75,0,否,否,否,否,是,否,是,否,否,附加服务,否
18,45,已婚,17,43,未完成中学学历,9,是,男,3,是,否,是,否,4.45,17,0,13.75,0,否,否,否,否,是,是,是,否,否,附加服务,否
16,27,未婚,8,16,研究生学位,0,是,女,1,是,是,是,是,5.45,17.75,44.85,13.5,33.9,否,否,是,否,是,是,是,是,是,总服务,是
38,NA,已婚,NA,22,中学学历,3,是,女,2,否,否,是,否,5.6,0,0,12.25,0,是,否,否,是,否,否,否,否,是,电子服务,否
52,45,已婚,19,40,社区学院,9,是,女,3,否,是,是,是,8.45,0,34.35,14.5,34.1,是,是,否,是,否,否,是,是,是,总服务,否
46,48,NA,12,256,NA,25,是,男,6,是,是,是,是,13.8,31.75,43.65,18.75,66,是,是,是,是,是,是,是,是,否,总服务,否
31,46,未婚,23,144,大学学位,13,是,男,1,是,否,是,否,7.6,15.25,0,9.75,0,否,否,否,是,是,是,是,否,是,附加服务,否
23,31,NA,10,45,大学学位,0,是,男,2,是,否,否,否,5,11.75,0,0,0,是,否,否,是,否,否,否,否,是,电子服务,否
38,56,已婚,34,34,中学学历,0,是,女,3,否,否,否,是,7.8,0,0,0,24.65,是,否,否,是,是,是,是,是,否,附加服务,否
50,54,未婚,15,248,社区学院,28,是,女,1,是,否,是,是,11.05,17.25,0,5.5,29.15,是,否,否,否,是,是,是,否,否,附加服务,否
16,49,未婚,17,41,中学学历,5,是,男,1,是,是,否,是,4.1,14,39.15,0,31.8,否,是,是,是,否,否,是,否,否,总服务,否
14,34,已婚,4,27,大学学位,1,是,女,2,是,是,是,是,6.05,23.5,36.25,20.5,37.85,否,是,是,是,是,否,是,是,是,总服务,否
30,52,未婚,23,17,社区学院,3,是,NA,1,否,是,是,否,10.3,0,37.6,15.25,0,是,否,否,是,否,否,否,否,否,电子服务,是
NA,47,NA,0,44,大学学位,11,是,女,3,是,是,是,是,9,21.25,50.75,57.25,57,是,是,是,是,是,是,是,是,是,总服务,是
NA,55,已婚,12,135,中学学历,24,是,男,4,是,否,是,否,12.15,31.75,0,16.25,0,是,是,是,是,是,是,是,是,是,总服务,否
59,26,已婚,3,41,大学学位,1,是,女,3,否,是,是,是,12.65,0,35.1,46.75,29.15,是,否,否,是,否,否,否,否,否,电子服务,是
54,55,未婚,1,NA,社区学院,33,是,男,1,否,否,否,否,13,0,0,0,0,否,是,否,否,是,是,是,是,否,附加服务,否
9,40,未婚,13,38,大学学位,7,是,女,1,是,是,是,是,3.35,21,42.4,17.5,59.55,否,是,是,是,是,是,是,是,是,总服务,是
67,67,已婚,38,49,中学学历,10,是,女,2,否,是,是,否,14.3,0,29.25,25.25,0,是,否,否,是,否,否,否,否,是,电子服务,否
24,44,未婚,19,33,社区学院,0,是,女,2,否,是,否,否,4.65,0,26.65,0,0,否,否,否,否,否,否,否,是,是,基础服务,否
12,55,已婚,13,NA,未完成中学学历,5,是,女,2,否,是,否,否,5.95,0,26.55,0,0,是,否,否,是,否,否,否,否,否,电子服务,是
26,47,NA,13,54,社区学院,0,是,男,1,是,是,是,是,7.1,16,38.5,18,23.5,是,是,否,是,否,否,否,是,是,电子服务,否
3,32,未婚,4,58,中学学历,11,是,男,4,是,是,是,是,2.75,15.75,29.5,9.25,28.55,是,是,是,否,否,否,是,否,是,总服务,是
20,46,未婚,2,23,研究生学位,4,是,女,2,否,否,否,否,4.75,0,0,0,0,是,是,否,是,是,是,是,否,是,总服务,否
5,52,已婚,0,97,研究生学位,9,是,男,2,是,是,是,是,3.1,16.5,35.25,25.5,40.3,否,是,是,是,是,是,是,是,否,总服务,是
58,NA,未婚,19,NA,社区学院,NA,NA,女,1,是,是,是,是,7.3,29.5,51.2,22,62.8,是,是,是,是,是,是,是,是,是,总服务,是
54,28,已婚,2,21,社区学院,3,是,男,4,否,否,是,否,10.4,0,0,25.75,0,否,否,否,否,否,否,否,否,否,基础服务,否
52,39,NA,6,119,社区学院,NA,NA,女,1,是,否,是,否,10.5,25,0,8.25,0,否,否,是,否,否,否,否,否,是,基础服务,否
38,30,已婚,10,25,未完成中学学历,NA,NA,女,4,否,否,是,否,3.95,0,0,12,0,否,否,否,否,否,否,否,否,否,基础服务,否
19,46,NA,5,59,社区学院,17,是,男,1,是,否,否,否,5.6,9,0,0,0,否,否,否,否,是,否,否,是,否,基础服务,否
22,33,已婚,NA,24,未完成中学学历,3,是,男,4,否,否,否,否,7.1,0,0,0,0,否,否,否,否,否,否,否,否,是,基础服务,否
49,35,已婚,15,113,大学学位,4,是,男,5,否,否,否,否,16.1,0,0,0,0,是,否,否,否,否,否,否,否,是,电子服务,否
5,39,未婚,0,22,未完成中学学历,0,是,女,2,是,否,是,否,4.7,19,0,9.25,0,否,否,否,否,是,是,是,是,否,附加服务,否
18,69,未婚,28,NA,未完成中学学历,17,否,男,1,否,否,否,否,3.85,0,0,0,0,否,否,否,否,否,否,否,否,否,基础服务,否
43,29,未婚,4,33,未完成中学学历,13,是,女,4,是,否,是,是,22.05,18.75,0,7.5,24.95,是,否,否,否,是,是,是,是,否,附加服务,否
17,50,未婚,2,NA,研究生学位,19,是,男,1,是,是,否,是,6.95,21.25,37.95,0,36.65,是,是,是,是,否,是,是,是,是,总服务,是
37,33,未婚,4,41,社区学院,8,是,女,3,否,是,否,否,9.2,0,30.45,0,0,是,否,否,否,是,否,否,否,是,电子服务,是
8,39,未婚,0,39,未完成中学学历,7,是,女,1,是,否,否,否,3.15,10.75,0,0,0,否,否,否,否,否,否,否,否,否,基础服务,否
51,46,已婚,8,107,中学学历,21,是,女,6,是,否,是,是,17.3,25.75,0,23,37.4,是,否,是,否,是,是,是,是,否,附加服务,否
71,55,已婚,11,NA,未完成中学学历,31,是,女,3,是,否,是,否,17.8,44.25,0,32,0,是,是,否,否,是,是,是,是,否,附加服务,否
56,53,已婚,23,100,研究生学位,14,是,女,2,否,是,是,否,14.15,0,34.2,9.5,0,是,是,否,是,否,否,否,否,是,电子服务,否
NA,68,未婚,21,NA,中学学历,45,是,男,1,是,否,是,是,14.85,57.5,0,15,39.5,是,否,是,否,是,是,是,是,否,附加服务,否
62,53,未婚,14,360,社区学院,26,是,女,2,是,否,是,否,31.9,53.25,0,16.5,0,是,否,否,否,是,是,是,是,否,附加服务,否
50,52,已婚,22,NA,中学学历,27,是,女,2,是,是,是,是,12.85,24.25,49.2,14.25,42.85,是,是,是,否,是,是,是,是,是,总服务,否
NA,31,未婚,3,29,研究生学位,2,是,女,3,否,是,否,否,1.45,0,25.25,0,0,否,否,否,是,否,否,否,否,是,基础服务,是
15,26,未婚,1,NA,大学学位,NA,NA,男,2,否,是,否,否,7.4,0,35.4,0,0,是,是,否,是,是,否,是,否,是,总服务,是
72,55,NA,24,NA,社区学院,25,是,女,2,否,是,是,否,62.3,0,35.65,65.25,0,是,否,否,否,是,是,否,否,是,电子服务,否
69,47,已婚,10,159,中学学历,24,是,男,4,否,否,是,否,25.2,0,0,36.25,0,否,否,否,否,是,否,是,否,否,附加服务,是
32,44,未婚,NA,201,中学学历,24,是,男,1,是,否,是,否,7.65,28,0,18.5,0,否,否,是,否,是,是,是,是,否,附加服务,否
